ENP1: rounded = 5, raw = 5.000000, rounded_increase = 0.0, calc = ENP1 = 5 (raw 5.000000)
ENP418: rounded = 4924, raw = 4924.419173, rounded_increase = 1, calc = [4923.655730 + (5000.000000 - 4923.655730) x 1.00%]
ENP419: rounded = 4925, raw = 4925.174981, rounded_increase = 1, calc = [4924.419173 + (5000.000000 - 4924.419173) x 1.00%]
ENP420: rounded = 4926, raw = 4925.923231, rounded_increase = 1, calc = [4925.174981 + (5000.000000 - 4925.174981) x 1.00%]
ENP421: rounded = 4927, raw = 4926.663999, rounded_increase = 1, calc = [4925.923231 + (5000.000000 - 4925.923231) x 1.00%]
ENP422: rounded = 4927, raw = 4927.397359, rounded_increase = 1, calc = [4926.663999 + (5000.000000 - 4926.663999) x 1.00%]
ENP423: rounded = 4928, raw = 4928.123386, rounded_increase = 1, calc = [4927.397359 + (5000.000000 - 4927.397359) x 1.00%]
ENP424: rounded = 4929, raw = 4928.842152, rounded_increase = 1, calc = [4928.123386 + (5000.000000 - 4928.123386) x 1.00%]
ENP425: rounded = 4930, raw = 4929.553730, rounded_increase = 1, calc = [4928.842152 + (5000.000000 - 4928.842152) x 1.00%]
ENP426: rounded = 4930, raw = 4930.258193, rounded_increase = 1, calc = [4929.553730 + (5000.000000 - 4929.553730) x 1.00%]
ENP427: rounded = 4931, raw = 4930.955611, rounded_increase = 1, calc = [4930.258193 + (5000.000000 - 4930.258193) x 1.00%]
ENP428: rounded = 4932, raw = 4931.646055, rounded_increase = 1, calc = [4930.955611 + (5000.000000 - 4930.955611) x 1.00%]
ENP429: rounded = 4932, raw = 4932.329594, rounded_increase = 1, calc = [4931.646055 + (5000.000000 - 4931.646055) x 1.00%]
ENP430: rounded = 4933, raw = 4933.006298, rounded_increase = 1, calc = [4932.329594 + (5000.000000 - 4932.329594) x 1.00%]
ENP431: rounded = 4934, raw = 4933.676235, rounded_increase = 1, calc = [4933.006298 + (5000.000000 - 4933.006298) x 1.00%]
ENP432: rounded = 4934, raw = 4934.339473, rounded_increase = 1, calc = [4933.676235 + (5000.000000 - 4933.676235) x 1.00%]
ENP433: rounded = 4935, raw = 4934.996078, rounded_increase = 1, calc = [4934.339473 + (5000.000000 - 4934.339473) x 1.00%]
ENP434: rounded = 4936, raw = 4935.646117, rounded_increase = 1, calc = [4934.996078 + (5000.000000 - 4934.996078) x 1.00%]
ENP435: rounded = 4936, raw = 4936.289656, rounded_increase = 1, calc = [4935.646117 + (5000.000000 - 4935.646117) x 1.00%]
ENP436: rounded = 4937, raw = 4936.926760, rounded_increase = 1, calc = [4936.289656 + (5000.000000 - 4936.289656) x 1.00%]
ENP437: rounded = 4938, raw = 4937.557492, rounded_increase = 1, calc = [4936.926760 + (5000.000000 - 4936.926760) x 1.00%]
ENP438: rounded = 4938, raw = 4938.181917, rounded_increase = 1, calc = [4937.557492 + (5000.000000 - 4937.557492) x 1.00%]
ENP439: rounded = 4939, raw = 4938.800098, rounded_increase = 1, calc = [4938.181917 + (5000.000000 - 4938.181917) x 1.00%]
ENP440: rounded = 4939, raw = 4939.412097, rounded_increase = 1, calc = [4938.800098 + (5000.000000 - 4938.800098) x 1.00%]
ENP441: rounded = 4940, raw = 4940.017976, rounded_increase = 1, calc = [4939.412097 + (5000.000000 - 4939.412097) x 1.00%]
ENP442: rounded = 4941, raw = 4940.617796, rounded_increase = 1, calc = [4940.017976 + (5000.000000 - 4940.017976) x 1.00%]
ENP443: rounded = 4941, raw = 4941.211618, rounded_increase = 1, calc = [4940.617796 + (5000.000000 - 4940.617796) x 1.00%]
ENP444: rounded = 4942, raw = 4941.799502, rounded_increase = 1, calc = [4941.211618 + (5000.000000 - 4941.211618) x 1.00%]
ENP445: rounded = 4942, raw = 4942.381507, rounded_increase = 1, calc = [4941.799502 + (5000.000000 - 4941.799502) x 1.00%]
ENP446: rounded = 4943, raw = 4942.957692, rounded_increase = 1, calc = [4942.381507 + (5000.000000 - 4942.381507) x 1.00%]
ENP447: rounded = 4944, raw = 4943.528115, rounded_increase = 1, calc = [4942.957692 + (5000.000000 - 4942.957692) x 1.00%]
ENP448: rounded = 4944, raw = 4944.092834, rounded_increase = 1, calc = [4943.528115 + (5000.000000 - 4943.528115) x 1.00%]
ENP449: rounded = 4945, raw = 4944.651906, rounded_increase = 1, calc = [4944.092834 + (5000.000000 - 4944.092834) x 1.00%]
ENP450: rounded = 4945, raw = 4945.205387, rounded_increase = 1, calc = [4944.651906 + (5000.000000 - 4944.651906) x 1.00%]
ENP451: rounded = 4946, raw = 4945.753333, rounded_increase = 1, calc = [4945.205387 + (5000.000000 - 4945.205387) x 1.00%]
ENP452: rounded = 4946, raw = 4946.295799, rounded_increase = 1, calc = [4945.753333 + (5000.000000 - 4945.753333) x 1.00%]
ENP453: rounded = 4947, raw = 4946.832841, rounded_increase = 1, calc = [4946.295799 + (5000.000000 - 4946.295799) x 1.00%]
ENP454: rounded = 4947, raw = 4947.364513, rounded_increase = 1, calc = [4946.832841 + (5000.000000 - 4946.832841) x 1.00%]
ENP455: rounded = 4948, raw = 4947.890868, rounded_increase = 1, calc = [4947.364513 + (5000.000000 - 4947.364513) x 1.00%]
ENP456: rounded = 4948, raw = 4948.411959, rounded_increase = 1, calc = [4947.890868 + (5000.000000 - 4947.890868) x 1.00%]
ENP457: rounded = 4949, raw = 4948.927840, rounded_increase = 1, calc = [4948.411959 + (5000.000000 - 4948.411959) x 1.00%]
ENP458: rounded = 4949, raw = 4949.438561, rounded_increase = 1, calc = [4948.927840 + (5000.000000 - 4948.927840) x 1.00%]
ENP459: rounded = 4950, raw = 4949.944176, rounded_increase = 1, calc = [4949.438561 + (5000.000000 - 4949.438561) x 1.00%]
ENP460: rounded = 4950, raw = 4950.444734, rounded_increase = 1, calc = [4949.944176 + (5000.000000 - 4949.944176) x 1.00%]
ENP461: rounded = 4951, raw = 4950.940287, rounded_increase = 0, calc = [4950.444734 + (5000.000000 - 4950.444734) x 1.00%]
ENP462: rounded = 4951, raw = 4951.430884, rounded_increase = 0, calc = [4950.940287 + (5000.000000 - 4950.940287) x 1.00%]
ENP463: rounded = 4952, raw = 4951.916575, rounded_increase = 0, calc = [4951.430884 + (5000.000000 - 4951.430884) x 1.00%]
ENP464: rounded = 4952, raw = 4952.397409, rounded_increase = 0, calc = [4951.916575 + (5000.000000 - 4951.916575) x 1.00%]
ENP465: rounded = 4953, raw = 4952.873435, rounded_increase = 0, calc = [4952.397409 + (5000.000000 - 4952.397409) x 1.00%]
ENP466: rounded = 4953, raw = 4953.344701, rounded_increase = 0, calc = [4952.873435 + (5000.000000 - 4952.873435) x 1.00%]
ENP467: rounded = 4954, raw = 4953.811254, rounded_increase = 0, calc = [4953.344701 + (5000.000000 - 4953.344701) x 1.00%]
ENP468: rounded = 4954, raw = 4954.273141, rounded_increase = 0, calc = [4953.811254 + (5000.000000 - 4953.811254) x 1.00%]
ENP469: rounded = 4955, raw = 4954.730410, rounded_increase = 0, calc = [4954.273141 + (5000.000000 - 4954.273141) x 1.00%]
ENP470: rounded = 4955, raw = 4955.183106, rounded_increase = 0, calc = [4954.730410 + (5000.000000 - 4954.730410) x 1.00%]
ENP471: rounded = 4956, raw = 4955.631275, rounded_increase = 0, calc = [4955.183106 + (5000.000000 - 4955.183106) x 1.00%]
ENP472: rounded = 4956, raw = 4956.074962, rounded_increase = 0, calc = [4955.631275 + (5000.000000 - 4955.631275) x 1.00%]
ENP473: rounded = 4957, raw = 4956.514212, rounded_increase = 0, calc = [4956.074962 + (5000.000000 - 4956.074962) x 1.00%]
ENP474: rounded = 4957, raw = 4956.949070, rounded_increase = 0, calc = [4956.514212 + (5000.000000 - 4956.514212) x 1.00%]
ENP475: rounded = 4957, raw = 4957.379579, rounded_increase = 0, calc = [4956.949070 + (5000.000000 - 4956.949070) x 1.00%]
ENP476: rounded = 4958, raw = 4957.805784, rounded_increase = 0, calc = [4957.379579 + (5000.000000 - 4957.379579) x 1.00%]
ENP477: rounded = 4958, raw = 4958.227726, rounded_increase = 0, calc = [4957.805784 + (5000.000000 - 4957.805784) x 1.00%]
ENP478: rounded = 4959, raw = 4958.645448, rounded_increase = 0, calc = [4958.227726 + (5000.000000 - 4958.227726) x 1.00%]
ENP479: rounded = 4959, raw = 4959.058994, rounded_increase = 0, calc = [4958.645448 + (5000.000000 - 4958.645448) x 1.00%]
ENP480: rounded = 4959, raw = 4959.468404, rounded_increase = 0, calc = [4959.058994 + (5000.000000 - 4959.058994) x 1.00%]
ENP481: rounded = 4960, raw = 4959.873720, rounded_increase = 0, calc = [4959.468404 + (5000.000000 - 4959.468404) x 1.00%]
ENP482: rounded = 4960, raw = 4960.274983, rounded_increase = 0, calc = [4959.873720 + (5000.000000 - 4959.873720) x 1.00%]
ENP483: rounded = 4961, raw = 4960.672233, rounded_increase = 0, calc = [4960.274983 + (5000.000000 - 4960.274983) x 1.00%]
ENP484: rounded = 4961, raw = 4961.065511, rounded_increase = 0, calc = [4960.672233 + (5000.000000 - 4960.672233) x 1.00%]
ENP485: rounded = 4961, raw = 4961.454856, rounded_increase = 0, calc = [4961.065511 + (5000.000000 - 4961.065511) x 1.00%]
ENP486: rounded = 4962, raw = 4961.840307, rounded_increase = 0, calc = [4961.454856 + (5000.000000 - 4961.454856) x 1.00%]
ENP487: rounded = 4962, raw = 4962.221904, rounded_increase = 0, calc = [4961.840307 + (5000.000000 - 4961.840307) x 1.00%]
ENP488: rounded = 4963, raw = 4962.599685, rounded_increase = 0, calc = [4962.221904 + (5000.000000 - 4962.221904) x 1.00%]
ENP489: rounded = 4963, raw = 4962.973688, rounded_increase = 0, calc = [4962.599685 + (5000.000000 - 4962.599685) x 1.00%]
ENP490: rounded = 4963, raw = 4963.343951, rounded_increase = 0, calc = [4962.973688 + (5000.000000 - 4962.973688) x 1.00%]
ENP491: rounded = 4964, raw = 4963.710512, rounded_increase = 0, calc = [4963.343951 + (5000.000000 - 4963.343951) x 1.00%]
ENP492: rounded = 4964, raw = 4964.073407, rounded_increase = 0, calc = [4963.710512 + (5000.000000 - 4963.710512) x 1.00%]
ENP493: rounded = 4964, raw = 4964.432672, rounded_increase = 0, calc = [4964.073407 + (5000.000000 - 4964.073407) x 1.00%]
ENP494: rounded = 4965, raw = 4964.788346, rounded_increase = 0, calc = [4964.432672 + (5000.000000 - 4964.432672) x 1.00%]
ENP495: rounded = 4965, raw = 4965.140462, rounded_increase = 0, calc = [4964.788346 + (5000.000000 - 4964.788346) x 1.00%]
ENP496: rounded = 4965, raw = 4965.489058, rounded_increase = 0, calc = [4965.140462 + (5000.000000 - 4965.140462) x 1.00%]
ENP497: rounded = 4966, raw = 4965.834167, rounded_increase = 0, calc = [4965.489058 + (5000.000000 - 4965.489058) x 1.00%]
ENP498: rounded = 4966, raw = 4966.175825, rounded_increase = 0, calc = [4965.834167 + (5000.000000 - 4965.834167) x 1.00%]
ENP499: rounded = 4967, raw = 4966.514067, rounded_increase = 0, calc = [4966.175825 + (5000.000000 - 4966.175825) x 1.00%]
ENP500: rounded = 4967, raw = 4966.848926, rounded_increase = 0, calc = [4966.514067 + (5000.000000 - 4966.514067) x 1.00%]
ENP501: rounded = 4967, raw = 4967.180437, rounded_increase = 0, calc = [4966.848926 + (5000.000000 - 4966.848926) x 1.00%]
ENP502: rounded = 4968, raw = 4967.508633, rounded_increase = 0, calc = [4967.180437 + (5000.000000 - 4967.180437) x 1.00%]
ENP503: rounded = 4968, raw = 4967.833547, rounded_increase = 0, calc = [4967.508633 + (5000.000000 - 4967.508633) x 1.00%]
ENP504: rounded = 4968, raw = 4968.155211, rounded_increase = 0, calc = [4967.833547 + (5000.000000 - 4967.833547) x 1.00%]
ENP505: rounded = 4968, raw = 4968.473659, rounded_increase = 0, calc = [4968.155211 + (5000.000000 - 4968.155211) x 1.00%]
ENP506: rounded = 4969, raw = 4968.788922, rounded_increase = 0, calc = [4968.473659 + (5000.000000 - 4968.473659) x 1.00%]
ENP507: rounded = 4969, raw = 4969.101033, rounded_increase = 0, calc = [4968.788922 + (5000.000000 - 4968.788922) x 1.00%]
ENP508: rounded = 4969, raw = 4969.410023, rounded_increase = 0, calc = [4969.101033 + (5000.000000 - 4969.101033) x 1.00%]
ENP509: rounded = 4970, raw = 4969.715923, rounded_increase = 0, calc = [4969.410023 + (5000.000000 - 4969.410023) x 1.00%]
ENP510: rounded = 4970, raw = 4970.018763, rounded_increase = 0, calc = [4969.715923 + (5000.000000 - 4969.715923) x 1.00%]
ENP511: rounded = 4970, raw = 4970.318576, rounded_increase = 0, calc = [4970.018763 + (5000.000000 - 4970.018763) x 1.00%]
ENP512: rounded = 4971, raw = 4970.615390, rounded_increase = 0, calc = [4970.318576 + (5000.000000 - 4970.318576) x 1.00%]
ENP513: rounded = 4971, raw = 4970.909236, rounded_increase = 0, calc = [4970.615390 + (5000.000000 - 4970.615390) x 1.00%]
ENP514: rounded = 4971, raw = 4971.200144, rounded_increase = 0, calc = [4970.909236 + (5000.000000 - 4970.909236) x 1.00%]
ENP515: rounded = 4971, raw = 4971.488142, rounded_increase = 0, calc = [4971.200144 + (5000.000000 - 4971.200144) x 1.00%]
ENP516: rounded = 4972, raw = 4971.773261, rounded_increase = 0, calc = [4971.488142 + (5000.000000 - 4971.488142) x 1.00%]
ENP517: rounded = 4972, raw = 4972.055528, rounded_increase = 0, calc = [4971.773261 + (5000.000000 - 4971.773261) x 1.00%]
ENP518: rounded = 4972, raw = 4972.334973, rounded_increase = 0, calc = [4972.055528 + (5000.000000 - 4972.055528) x 1.00%]
ENP519: rounded = 4973, raw = 4972.611623, rounded_increase = 0, calc = [4972.334973 + (5000.000000 - 4972.334973) x 1.00%]
ENP520: rounded = 4973, raw = 4972.885507, rounded_increase = 0, calc = [4972.611623 + (5000.000000 - 4972.611623) x 1.00%]
ENP521: rounded = 4973, raw = 4973.156652, rounded_increase = 0, calc = [4972.885507 + (5000.000000 - 4972.885507) x 1.00%]
ENP522: rounded = 4973, raw = 4973.425085, rounded_increase = 0, calc = [4973.156652 + (5000.000000 - 4973.156652) x 1.00%]
ENP523: rounded = 4974, raw = 4973.690835, rounded_increase = 0, calc = [4973.425085 + (5000.000000 - 4973.425085) x 1.00%]
ENP524: rounded = 4974, raw = 4973.953926, rounded_increase = 0, calc = [4973.690835 + (5000.000000 - 4973.690835) x 1.00%]
ENP525: rounded = 4974, raw = 4974.214387, rounded_increase = 0, calc = [4973.953926 + (5000.000000 - 4973.953926) x 1.00%]
ENP526: rounded = 4974, raw = 4974.472243, rounded_increase = 0, calc = [4974.214387 + (5000.000000 - 4974.214387) x 1.00%]
ENP527: rounded = 4975, raw = 4974.727521, rounded_increase = 0, calc = [4974.472243 + (5000.000000 - 4974.472243) x 1.00%]
ENP528: rounded = 4975, raw = 4974.980245, rounded_increase = 0, calc = [4974.727521 + (5000.000000 - 4974.727521) x 1.00%]
ENP529: rounded = 4975, raw = 4975.230443, rounded_increase = 0, calc = [4974.980245 + (5000.000000 - 4974.980245) x 1.00%]
ENP530: rounded = 4975, raw = 4975.478139, rounded_increase = 0, calc = [4975.230443 + (5000.000000 - 4975.230443) x 1.00%]
ENP531: rounded = 4976, raw = 4975.723357, rounded_increase = 0, calc = [4975.478139 + (5000.000000 - 4975.478139) x 1.00%]
ENP532: rounded = 4976, raw = 4975.966124, rounded_increase = 0, calc = [4975.723357 + (5000.000000 - 4975.723357) x 1.00%]
ENP533: rounded = 4976, raw = 4976.206462, rounded_increase = 0, calc = [4975.966124 + (5000.000000 - 4975.966124) x 1.00%]
ENP534: rounded = 4976, raw = 4976.444398, rounded_increase = 0, calc = [4976.206462 + (5000.000000 - 4976.206462) x 1.00%]
ENP535: rounded = 4977, raw = 4976.679954, rounded_increase = 0, calc = [4976.444398 + (5000.000000 - 4976.444398) x 1.00%]
ENP536: rounded = 4977, raw = 4976.913154, rounded_increase = 0, calc = [4976.679954 + (5000.000000 - 4976.679954) x 1.00%]
ENP537: rounded = 4977, raw = 4977.144023, rounded_increase = 0, calc = [4976.913154 + (5000.000000 - 4976.913154) x 1.00%]
ENP538: rounded = 4977, raw = 4977.372582, rounded_increase = 0, calc = [4977.144023 + (5000.000000 - 4977.144023) x 1.00%]
ENP539: rounded = 4978, raw = 4977.598857, rounded_increase = 0, calc = [4977.372582 + (5000.000000 - 4977.372582) x 1.00%]
ENP540: rounded = 4978, raw = 4977.822868, rounded_increase = 0, calc = [4977.598857 + (5000.000000 - 4977.598857) x 1.00%]
ENP541: rounded = 4978, raw = 4978.044639, rounded_increase = 0, calc = [4977.822868 + (5000.000000 - 4977.822868) x 1.00%]
ENP542: rounded = 4978, raw = 4978.264193, rounded_increase = 0, calc = [4978.044639 + (5000.000000 - 4978.044639) x 1.00%]
ENP543: rounded = 4978, raw = 4978.481551, rounded_increase = 0, calc = [4978.264193 + (5000.000000 - 4978.264193) x 1.00%]
ENP544: rounded = 4979, raw = 4978.696736, rounded_increase = 0, calc = [4978.481551 + (5000.000000 - 4978.481551) x 1.00%]
ENP545: rounded = 4979, raw = 4978.909768, rounded_increase = 0, calc = [4978.696736 + (5000.000000 - 4978.696736) x 1.00%]
ENP546: rounded = 4979, raw = 4979.120670, rounded_increase = 0, calc = [4978.909768 + (5000.000000 - 4978.909768) x 1.00%]
ENP547: rounded = 4979, raw = 4979.329464, rounded_increase = 0, calc = [4979.120670 + (5000.000000 - 4979.120670) x 1.00%]
ENP548: rounded = 4980, raw = 4979.536169, rounded_increase = 0, calc = [4979.329464 + (5000.000000 - 4979.329464) x 1.00%]
ENP549: rounded = 4980, raw = 4979.740807, rounded_increase = 0, calc = [4979.536169 + (5000.000000 - 4979.536169) x 1.00%]
ENP550: rounded = 4980, raw = 4979.943399, rounded_increase = 0, calc = [4979.740807 + (5000.000000 - 4979.740807) x 1.00%]
ENP551: rounded = 4980, raw = 4980.143965, rounded_increase = 0, calc = [4979.943399 + (5000.000000 - 4979.943399) x 1.00%]
ENP552: rounded = 4980, raw = 4980.342526, rounded_increase = 0, calc = [4980.143965 + (5000.000000 - 4980.143965) x 1.00%]
ENP553: rounded = 4981, raw = 4980.539100, rounded_increase = 0, calc = [4980.342526 + (5000.000000 - 4980.342526) x 1.00%]
ENP554: rounded = 4981, raw = 4980.733709, rounded_increase = 0, calc = [4980.539100 + (5000.000000 - 4980.539100) x 1.00%]
ENP555: rounded = 4981, raw = 4980.926372, rounded_increase = 0, calc = [4980.733709 + (5000.000000 - 4980.733709) x 1.00%]
ENP556: rounded = 4981, raw = 4981.117109, rounded_increase = 0, calc = [4980.926372 + (5000.000000 - 4980.926372) x 1.00%]
ENP557: rounded = 4981, raw = 4981.305938, rounded_increase = 0, calc = [4981.117109 + (5000.000000 - 4981.117109) x 1.00%]
ENP558: rounded = 4981, raw = 4981.492878, rounded_increase = 0, calc = [4981.305938 + (5000.000000 - 4981.305938) x 1.00%]
ENP559: rounded = 4982, raw = 4981.677949, rounded_increase = 0, calc = [4981.492878 + (5000.000000 - 4981.492878) x 1.00%]
ENP560: rounded = 4982, raw = 4981.861170, rounded_increase = 0, calc = [4981.677949 + (5000.000000 - 4981.677949) x 1.00%]
ENP561: rounded = 4982, raw = 4982.042558, rounded_increase = 0, calc = [4981.861170 + (5000.000000 - 4981.861170) x 1.00%]
ENP562: rounded = 4982, raw = 4982.222133, rounded_increase = 0, calc = [4982.042558 + (5000.000000 - 4982.042558) x 1.00%]
ENP563: rounded = 4982, raw = 4982.399911, rounded_increase = 0, calc = [4982.222133 + (5000.000000 - 4982.222133) x 1.00%]
ENP564: rounded = 4983, raw = 4982.575912, rounded_increase = 0, calc = [4982.399911 + (5000.000000 - 4982.399911) x 1.00%]
ENP565: rounded = 4983, raw = 4982.750153, rounded_increase = 0, calc = [4982.575912 + (5000.000000 - 4982.575912) x 1.00%]
ENP566: rounded = 4983, raw = 4982.922652, rounded_increase = 0, calc = [4982.750153 + (5000.000000 - 4982.750153) x 1.00%]
ENP567: rounded = 4983, raw = 4983.093425, rounded_increase = 0, calc = [4982.922652 + (5000.000000 - 4982.922652) x 1.00%]
ENP568: rounded = 4983, raw = 4983.262491, rounded_increase = 0, calc = [4983.093425 + (5000.000000 - 4983.093425) x 1.00%]
ENP569: rounded = 4983, raw = 4983.429866, rounded_increase = 0, calc = [4983.262491 + (5000.000000 - 4983.262491) x 1.00%]
ENP570: rounded = 4984, raw = 4983.595567, rounded_increase = 0, calc = [4983.429866 + (5000.000000 - 4983.429866) x 1.00%]
ENP571: rounded = 4984, raw = 4983.759612, rounded_increase = 0, calc = [4983.595567 + (5000.000000 - 4983.595567) x 1.00%]
ENP572: rounded = 4984, raw = 4983.922015, rounded_increase = 0, calc = [4983.759612 + (5000.000000 - 4983.759612) x 1.00%]
ENP573: rounded = 4984, raw = 4984.082795, rounded_increase = 0, calc = [4983.922015 + (5000.000000 - 4983.922015) x 1.00%]
ENP574: rounded = 4984, raw = 4984.241967, rounded_increase = 0, calc = [4984.082795 + (5000.000000 - 4984.082795) x 1.00%]
ENP575: rounded = 4984, raw = 4984.399548, rounded_increase = 0, calc = [4984.241967 + (5000.000000 - 4984.241967) x 1.00%]
ENP576: rounded = 4985, raw = 4984.555552, rounded_increase = 0, calc = [4984.399548 + (5000.000000 - 4984.399548) x 1.00%]
ENP577: rounded = 4985, raw = 4984.709997, rounded_increase = 0, calc = [4984.555552 + (5000.000000 - 4984.555552) x 1.00%]
ENP578: rounded = 4985, raw = 4984.862897, rounded_increase = 0, calc = [4984.709997 + (5000.000000 - 4984.709997) x 1.00%]
ENP579: rounded = 4985, raw = 4985.014268, rounded_increase = 0, calc = [4984.862897 + (5000.000000 - 4984.862897) x 1.00%]
ENP580: rounded = 4985, raw = 4985.164125, rounded_increase = 0, calc = [4985.014268 + (5000.000000 - 4985.014268) x 1.00%]
ENP581: rounded = 4985, raw = 4985.312484, rounded_increase = 0, calc = [4985.164125 + (5000.000000 - 4985.164125) x 1.00%]
ENP582: rounded = 4985, raw = 4985.459359, rounded_increase = 0, calc = [4985.312484 + (5000.000000 - 4985.312484) x 1.00%]
ENP583: rounded = 4986, raw = 4985.604765, rounded_increase = 0, calc = [4985.459359 + (5000.000000 - 4985.459359) x 1.00%]
ENP584: rounded = 4986, raw = 4985.748718, rounded_increase = 0, calc = [4985.604765 + (5000.000000 - 4985.604765) x 1.00%]
ENP585: rounded = 4986, raw = 4985.891231, rounded_increase = 0, calc = [4985.748718 + (5000.000000 - 4985.748718) x 1.00%]
ENP586: rounded = 4986, raw = 4986.032318, rounded_increase = 0, calc = [4985.891231 + (5000.000000 - 4985.891231) x 1.00%]
ENP587: rounded = 4986, raw = 4986.171995, rounded_increase = 0, calc = [4986.032318 + (5000.000000 - 4986.032318) x 1.00%]
ENP588: rounded = 4986, raw = 4986.310275, rounded_increase = 0, calc = [4986.171995 + (5000.000000 - 4986.171995) x 1.00%]
ENP589: rounded = 4986, raw = 4986.447172, rounded_increase = 0, calc = [4986.310275 + (5000.000000 - 4986.310275) x 1.00%]
ENP590: rounded = 4987, raw = 4986.582701, rounded_increase = 0, calc = [4986.447172 + (5000.000000 - 4986.447172) x 1.00%]
ENP591: rounded = 4987, raw = 4986.716874, rounded_increase = 0, calc = [4986.582701 + (5000.000000 - 4986.582701) x 1.00%]
ENP592: rounded = 4987, raw = 4986.849705, rounded_increase = 0, calc = [4986.716874 + (5000.000000 - 4986.716874) x 1.00%]
ENP593: rounded = 4987, raw = 4986.981208, rounded_increase = 0, calc = [4986.849705 + (5000.000000 - 4986.849705) x 1.00%]
ENP594: rounded = 4987, raw = 4987.111396, rounded_increase = 0, calc = [4986.981208 + (5000.000000 - 4986.981208) x 1.00%]
ENP595: rounded = 4987, raw = 4987.240282, rounded_increase = 0, calc = [4987.111396 + (5000.000000 - 4987.111396) x 1.00%]
ENP596: rounded = 4987, raw = 4987.367879, rounded_increase = 0, calc = [4987.240282 + (5000.000000 - 4987.240282) x 1.00%]
ENP597: rounded = 4987, raw = 4987.494200, rounded_increase = 0, calc = [4987.367879 + (5000.000000 - 4987.367879) x 1.00%]
ENP598: rounded = 4988, raw = 4987.619258, rounded_increase = 0, calc = [4987.494200 + (5000.000000 - 4987.494200) x 1.00%]
ENP599: rounded = 4988, raw = 4987.743066, rounded_increase = 0, calc = [4987.619258 + (5000.000000 - 4987.619258) x 1.00%]
ENP600: rounded = 4988, raw = 4987.865635, rounded_increase = 0, calc = [4987.743066 + (5000.000000 - 4987.743066) x 1.00%]
ENP601: rounded = 4988, raw = 4987.986979, rounded_increase = 0, calc = [4987.865635 + (5000.000000 - 4987.865635) x 1.00%]
ENP602: rounded = 4988, raw = 4988.107109, rounded_increase = 0, calc = [4987.986979 + (5000.000000 - 4987.986979) x 1.00%]
ENP603: rounded = 4988, raw = 4988.226038, rounded_increase = 0, calc = [4988.107109 + (5000.000000 - 4988.107109) x 1.00%]
ENP604: rounded = 4988, raw = 4988.343777, rounded_increase = 0, calc = [4988.226038 + (5000.000000 - 4988.226038) x 1.00%]
ENP605: rounded = 4988, raw = 4988.460340, rounded_increase = 0, calc = [4988.343777 + (5000.000000 - 4988.343777) x 1.00%]
ENP606: rounded = 4989, raw = 4988.575736, rounded_increase = 0, calc = [4988.460340 + (5000.000000 - 4988.460340) x 1.00%]
ENP607: rounded = 4989, raw = 4988.689979, rounded_increase = 0, calc = [4988.575736 + (5000.000000 - 4988.575736) x 1.00%]
ENP608: rounded = 4989, raw = 4988.803079, rounded_increase = 0, calc = [4988.689979 + (5000.000000 - 4988.689979) x 1.00%]
ENP609: rounded = 4989, raw = 4988.915048, rounded_increase = 0, calc = [4988.803079 + (5000.000000 - 4988.803079) x 1.00%]
ENP610: rounded = 4989, raw = 4989.025898, rounded_increase = 0, calc = [4988.915048 + (5000.000000 - 4988.915048) x 1.00%]
ENP611: rounded = 4989, raw = 4989.135639, rounded_increase = 0, calc = [4989.025898 + (5000.000000 - 4989.025898) x 1.00%]
ENP612: rounded = 4989, raw = 4989.244282, rounded_increase = 0, calc = [4989.135639 + (5000.000000 - 4989.135639) x 1.00%]
ENP613: rounded = 4989, raw = 4989.351840, rounded_increase = 0, calc = [4989.244282 + (5000.000000 - 4989.244282) x 1.00%]
ENP614: rounded = 4989, raw = 4989.458321, rounded_increase = 0, calc = [4989.351840 + (5000.000000 - 4989.351840) x 1.00%]
ENP615: rounded = 4990, raw = 4989.563738, rounded_increase = 0, calc = [4989.458321 + (5000.000000 - 4989.458321) x 1.00%]
ENP616: rounded = 4990, raw = 4989.668101, rounded_increase = 0, calc = [4989.563738 + (5000.000000 - 4989.563738) x 1.00%]
ENP617: rounded = 4990, raw = 4989.771420, rounded_increase = 0, calc = [4989.668101 + (5000.000000 - 4989.668101) x 1.00%]
ENP618: rounded = 4990, raw = 4989.873705, rounded_increase = 0, calc = [4989.771420 + (5000.000000 - 4989.771420) x 1.00%]
ENP619: rounded = 4990, raw = 4989.974968, rounded_increase = 0, calc = [4989.873705 + (5000.000000 - 4989.873705) x 1.00%]
ENP620: rounded = 4990, raw = 4990.075219, rounded_increase = 0, calc = [4989.974968 + (5000.000000 - 4989.974968) x 1.00%]
ENP621: rounded = 4990, raw = 4990.174466, rounded_increase = 0, calc = [4990.075219 + (5000.000000 - 4990.075219) x 1.00%]
ENP622: rounded = 4990, raw = 4990.272722, rounded_increase = 0, calc = [4990.174466 + (5000.000000 - 4990.174466) x 1.00%]
ENP623: rounded = 4990, raw = 4990.369995, rounded_increase = 0, calc = [4990.272722 + (5000.000000 - 4990.272722) x 1.00%]
ENP624: rounded = 4990, raw = 4990.466295, rounded_increase = 0, calc = [4990.369995 + (5000.000000 - 4990.369995) x 1.00%]
ENP625: rounded = 4991, raw = 4990.561632, rounded_increase = 0, calc = [4990.466295 + (5000.000000 - 4990.466295) x 1.00%]
